,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
Label,BtCv_1,BtCv_1,BtCv_1,BtCv_2,BtCv_2,BtCv_2,BtCv_3,BtCv_3,BtCv_3,BtCv_4,BtCv_4,BtCv_4,BtCv_5,BtCv_5,BtCv_5,BtCv_6,BtCv_6,BtCv_6,BtPs_1,BtPs_1,BtPs_1,BtPs_2,BtPs_2,BtPs_2,BtPs_3,BtPs_3,BtPs_3,BtPs_4,BtPs_4,BtPs_4,BtPs_5,BtPs_5,BtPs_5,BtPs_6,BtPs_6,BtPs_6,CvPs_1,CvPs_1,CvPs_1,CvPs_2,CvPs_2,CvPs_2,CvPs_3,CvPs_3,CvPs_3,CvPs_4,CvPs_4,CvPs_4,CvPs_4,CvPs_5,CvPs_5,CvPs_5,CvPs_6,CvPs_6,CvPs_6,Full_1,Full_1,Full_1,Full_1,Full_2,Full_2,Full_2,Full_3,Full_3,Full_3,Full_4,Full_4,Full_4,Full_5,Full_5,Full_5,Full_6,Full_6,Full_6
2.200818468/305.0804642,0.4057977,0.3979323,0.7693558,0.6286487,0.4537744,1.3668254,0.7233166,0.7483256,1.4214962,0.7349054,1.105513,1.6758846,0.67668,0.9177889,1.6231414,0.8085199,0.9330223,1.949474,0.3955192,0.1963406,0.3623395,0.3976267,0.6080304,0.7423706,0.3800572,0.386761,0.6680182,0.3836622,0.2422308,0.8664639,0.4699346,0.42169,0.8099736,0.3953151,0.231599,1.0468693,0.7473364,0.3934144,1.0312658,1.1049977,1.3855852,1.6830188,1.2419643,2.1279307,1.7944045,1.4417385,1.6459009,0.4716287,2.3692753,1.4028897,1.5696517,2.6810754,1.4651749,1.8821039,2.515087,1.1706797,0.3926536,0.3546624,0.707704,0.9104426,1.5167583,1.7210835,0.8868352,1.3578643,1.4234652,0.4837534,1.5695592,1.6512149,0.5625479,1.5564922,1.7271945,0.8882627,1.4925735,1.6645244
2.06062975/339.0717328,0.5167409,0.6831765,0.5313817,1.0098909,0.4303148,0.903932,1.2365609,0.9858291,1.315402,1.3155602,1.5118124,1.5364606,1.9091049,1.6092357,1.9397879,2.0829985,2.0267585,1.8821374,0.5496896,0.1765374,0.5066805,0.4808737,0.1823187,0.3863389,0.5408187,0.4396474,0.3508498,0.8220224,0.419936,0.5583235,0.4644773,0.1991307,0.5834777,0.6778817,0.5281948,0.5912375,0.4956492,0.4076991,0.5431482,1.5773221,1.5714151,1.5672665,2.3238059,2.4372076,2.0615806,1.9868638,3.2655566,0.6816934,3.0184402,3.2870736,3.7718237,3.5258359,3.6241607,4.2416907,4.3176933,0.8308147,0.6097866,0.2961401,0.2893567,0.562765,0.6149055,0.5791731,0.7263475,1.0483673,1.0846994,1.1240703,0.8300854,0.9408143,1.1959879,1.1605661,1.5101615,1.759329,1.5680987,1.5286014
5.634872571/268.1914929,0.7178585,0.8435457,0.7449543,1.393033,1.4589878,0.8092697,1.6853029,1.6784439,1.476943,1.7617115,1.9266858,1.6318958,2.2236078,2.1033187,1.9095076,2.4171782,2.2186725,1.9814078,0.5046728,0.5415181,0.5230461,1.233182,1.0948168,1.2013115,1.4916352,1.284377,1.2551409,1.5041004,1.4321737,1.369316,1.6342533,1.629626,1.5266269,1.6732341,0.7636492,1.6807471,0.1821913,0.1869381,0.3650189,1.1956697,1.0161574,1.0748893,0.8281991,1.2768428,1.3867019,1.6127211,1.5032498,1.3188011,1.3750332,1.436743,1.569061,1.6194033,1.6490295,1.7034331,1.7114486,0.8311197,0.8450321,0.7031049,0.579965,1.5341498,1.550379,1.5125124,1.7241359,1.5322775,1.610501,1.6774507,1.7610005,1.6300378,1.8231135,1.6688489,1.7574194,2.1095697,1.9853118,1.9340787
3.455510895/1019.36342,0.5622768,1.336073,0.5449316,1.3903069,1.1404344,1.1757813,0.9303589,1.5951004,1.1997272,1.2113029,1.5959429,0.7748823,1.5269347,1.5554164,1.2344286,0.8052749,0.8343902,1.4061614,1.3286816,1.1168884,0.5998302,1.3907083,1.4265792,0.6336143,1.5840899,1.5774512,0.5673897,1.0354974,1.3471731,0.6624562,1.1469109,1.6240417,0.7781016,1.4660706,0.2057852,0.9032892,1.0017413,0.9301088,0.8858029,1.3898104,1.3568902,0.770237,0.9063758,1.5106347,0.6731565,0.7750984,0.9184424,1.5593245,0.8027246,1.3942046,1.5296787,0.9214387,0.8303484,1.4172697,0.6226587,0.5082557,0.7783386,1.148036,0.5435793,0.8617029,1.1271669,1.1365374,1.2410431,1.232851,1.3642561,1.262901,0.5747415,0.8094319,0.7822591,0.6619888,0.8272881,0.7317329,1.2841549,0.7657651
4.17879687/1094.459908,1.1176326,0.6988209,0.876012,0.8010345,0.6490163,0.5715477,0.6486654,1.3832925,0.7525571,0.6841251,0.9213175,0.6836264,0.6914388,0.8388514,0.4917829,0.8114719,1.1450224,0.6169387,1.1354113,0.7749209,0.8470115,1.2169478,0.9933512,0.7140851,0.8634388,0.9400819,0.6946358,0.9938207,0.8241092,0.7121478,0.7373326,0.9390581,0.7457793,0.9879658,0.2593072,0.9734141,0.9061868,0.7120212,0.7878106,1.2610722,1.0938216,0.7698839,0.8395928,1.1078669,0.5715198,0.3747241,1.0586215,1.3855197,0.6172883,1.2399477,1.0215117,0.8674698,0.6492561,1.2953866,0.7255342,0.7831803,0.5983607,0.7741825,0.6281844,0.7444832,1.3141087,0.6588001,0.7728973,0.593537,0.7457869,0.4451258,0.6984906,0.49416,0.7479181,0.5898783,0.6664415,0.721536,0.705473,0.4413211
5.63299574/875.5489073,0.1816876,0.1805788,0.7798052,1.2546387,1.3069098,1.1287068,1.4177469,1.3230734,1.3376546,1.4754831,1.5542512,1.3703183,1.6556106,1.7453074,1.5096518,1.7279977,1.7341544,1.2960399,0.1837224,0.1903524,0.1808581,0.1807556,0.1965861,0.1827107,0.1899759,0.1880537,0.4010322,0.184042,0.234843,0.1875594,0.2543751,0.2147137,0.382058,0.1900757,0.2245355,0.4135533,0.7698861,0.4241113,0.9531179,0.7399941,0.9160409,0.9474358,1.1343646,0.9256724,1.2843462,0.8665244,1.1642422,0.1908923,1.2445647,0.9079172,1.2206665,0.9675431,0.6243638,0.7816839,1.1521862,0.8784508,1.1639507,0.642514,0.5835371,1.5083818,1.882548,1.0776774,1.5719048,1.7693026,1.6561521,1.5961753,1.8042038,1.6102124,1.4920382,1.7928504,1.763652,1.8920576,1.9909222,1.5902903
5.501274751/989.4499128,0.2213724,0.2200214,0.5990354,1.0084491,1.6361619,0.9257992,0.9558164,1.4902924,1.6123072,1.2185556,1.9129795,1.0822513,1.6276898,2.0328857,0.7267813,1.1740541,2.0679432,1.0361585,0.2238516,0.2319298,0.2203617,0.2202368,0.2395251,0.2226189,0.2314711,0.229129,0.2271186,0.224241,0.2861382,0.3907751,0.3099365,0.2616122,0.2285789,0.2315927,0.2735792,0.2265399,0.8294463,0.4596008,0.4451663,0.9269774,1.0428216,1.3297151,0.9396896,0.7920575,0.6818948,0.6690506,0.8286186,0.2325876,0.8128779,0.6883007,1.0745556,1.1123134,0.8738048,0.4847929,0.6495357,1.0672018,0.5439543,0.8020789,0.7988392,0.7278404,1.5642877,1.5772237,0.8772475,1.7799467,1.4493877,1.0268633,1.7448463,1.6221367,0.7749979,1.5938487,1.5882104,0.8934254,2.0070008,1.2532008
2.709012867/173.0816109,1.5539668,1.3557442,1.4533119,1.6796402,1.6249242,1.4591603,1.4440762,1.6453704,1.7119326,1.8532633,1.6910244,1.7003234,2.0925626,1.821353,1.804925,2.3061483,1.8900143,1.8143245,3.8726363,3.6177875,3.2546016,4.8610227,4.8808843,4.6809126,5.0231681,4.3293436,4.9089883,4.3317537,4.510832,4.8876685,2.9734776,4.2976386,4.6221231,3.215336,1.8167955,5.7764037,0.6583224,0.8712548,0.7070165,0.7109108,0.8422995,0.6918886,0.7604526,0.6924755,1.4325851,1.3484272,0.737523,1.9467414,1.0243506,0.9699149,1.6329437,1.3038092,0.7618814,0.9642375,1.3644967,2.8718419,2.6383855,2.2092827,2.1443156,3.4263717,2.8817892,2.6775539,3.1609187,2.6100224,2.3714689,2.5951011,2.5351349,2.1931446,2.8805843,2.0616693,2.3122393,2.9785394,2.3006809,1.9471381
4.355219186/333.1369543,0.3819439,0.4003827,0.4088288,1.628285,1.1972628,1.690357,2.4423208,1.8350998,2.3715974,2.5735466,2.0528604,2.4737143,3.2728386,2.3567073,2.8068938,3.1927043,2.5255335,2.8137328,0.3504446,0.3816002,0.3965021,0.9482157,0.4991164,1.5552283,0.9792833,0.8605607,1.800445,1.0862167,1.1217426,2.0271236,1.0097236,1.4302254,2.6467873,1.3478063,0.458948,2.5926243,0.4163543,0.1801263,0.3923887,0.7136223,0.4973598,0.631089,0.7958676,0.486554,0.664044,0.3896244,0.4805058,0.1802852,0.5584801,0.6387202,0.5666422,0.614321,0.821035,0.7600882,0.4164933,0.5314452,0.6248185,0.3905539,0.3861021,3.0177707,2.6855,2.8275234,3.614617,2.8573549,3.3259724,3.8914508,3.4877378,3.6230181,4.4208648,3.4379428,3.7606364,5.1477407,4.0395483,3.8825567
1.547326528/435.5786899,0.6116181,0.6321549,0.9253316,0.6113587,0.6190038,0.363678,0.5484697,0.6359239,0.6368858,0.5667295,0.6334933,0.5948743,0.543322,1.5677182,0.5545685,0.8608237,0.7502953,0.825547,0.6572484,0.7577258,0.5408353,0.5012746,0.7133006,0.8783703,0.5547654,0.5365134,0.524236,0.8372364,0.7720878,0.6335563,0.7522783,0.6795043,1.1196239,0.9801299,0.4289635,0.5329403,0.5796727,0.6858294,0.9722065,0.7932054,0.4173126,1.0350112,0.6674673,0.5566378,0.6374314,0.1530731,0.6637508,0.6499587,0.6035718,1.1512994,0.5858158,0.6326964,0.5877753,0.6592307,0.8215421,0.5957532,0.4219375,0.6292174,0.3590892,0.5892012,0.6225217,0.6101075,0.559519,0.4560246,0.7653195,0.515399,0.5028613,0.6215105,0.586431,0.3237573,0.4402758,0.814631,0.3837995,0.4343456
8.965381008/481.4253935,0.4262584,0.4411551,0.2851127,0.6915414,0.7020181,0.5741545,1.0261116,1.0239777,0.8567917,1.1250628,1.2187817,0.9581372,1.5194012,1.4716778,1.3373502,1.6012279,1.515801,1.3722502,0.4995931,0.4148516,0.1431411,0.2858766,0.3360869,0.1446073,0.3228199,0.3577006,0.2841965,0.4135313,0.4026317,0.1484448,0.2013265,0.4429939,0.3383616,0.2971222,0.1777097,0.4045983,0.3822982,0.3270365,0.2535555,0.6520794,0.426235,0.6072009,0.7223146,0.8263183,0.8170191,0.9668851,1.1082334,0.317758,0.8172666,1.199879,1.1724328,1.1681466,1.35334,1.479932,1.1837939,0.2010971,0.277326,0.3282553,0.1417445,0.9919945,0.6741497,0.8425584,1.0551161,0.6016786,0.7344761,1.1470559,0.8922201,1.1167046,1.3465042,0.852674,1.2133851,1.508138,1.3474305,1.3299022
11.26794055/191.0560255,0.5239035,1.3924523,1.2138855,0.4451447,2.1249648,1.6104733,1.3081985,0.777991,1.3625649,0.3563205,0.9882153,1.3586724,0.4951329,0.6671877,0.8896015,0.5478177,0.6059277,1.7669749,0.728158,0.9561397,0.9900497,0.9604399,1.7034212,1.0401336,0.8993457,0.7343039,0.7082055,1.097586,0.3855487,0.5466663,0.4291919,0.7361611,0.6110047,0.4072497,0.1770887,0.6995326,1.1358023,2.5126432,0.6671477,0.9243589,1.2580677,1.0211426,0.8197606,0.6543379,0.6328724,0.6876206,1.2159552,0.4284584,0.8668718,0.5520203,0.4927414,0.838986,0.3385696,0.3102471,0.5512726,0.7165928,0.6229016,0.557447,1.5305649,0.7007326,0.796567,0.8394023,0.4014497,0.4697126,1.0268936,0.3354152,0.4477844,0.7998632,0.29996,0.3047743,0.7884703,0.3378238,1.4318615,0.5469831
2.579859511/381.0620837,18.4240075,15.8105162,12.8350275,14.5325615,15.9340939,16.2926331,16.6092917,17.6933938,18.2748982,15.8601351,20.6633008,19.0446712,18.8869366,21.3687595,19.4781695,20.680549,21.5307083,22.6977601,17.6823738,15.459789,14.0785165,21.0047718,16.7776475,16.0115374,22.8502887,21.5021882,16.8862119,21.959725,17.121379,18.7424272,23.2405853,19.9679288,19.4125493,25.2677269,13.8800549,20.163136,2.1297123,0.5294022,5.5884019,3.4406592,0.1657825,6.8962017,0.6457441,0.4012553,6.4802047,0.1422354,0.5972544,21.695678,4.0860876,0.4839736,0.4420783,4.0138644,0.1739555,0.1798749,0.162876,16.0849969,14.5756349,12.1536933,11.3417531,14.7794992,14.6047867,17.2223881,15.9239451,14.4971282,18.1857679,15.2239845,16.506368,18.6510811,17.1189208,15.1167849,18.1831692,18.9564142,19.2475647,18.8923464
3.994497225/371.0589738,10.7535786,13.035213,11.7264785,12.8614149,12.4353199,10.7394963,13.3406966,13.3378257,11.6053232,12.7756879,14.2250343,11.4839808,14.6914505,14.1513278,11.9241079,14.9003161,14.2623363,11.7180438,10.0935185,11.6725681,11.0540497,13.5781511,10.8595686,10.1327801,14.7734626,10.8013513,9.9069544,13.8730008,10.8967536,10.2598064,14.0587715,11.0685117,10.3922483,14.5569721,6.5860848,10.5208325,1.8289066,0.1738588,5.1450641,2.9692225,0.1666018,4.6758002,0.1668009,0.1683447,4.3709279,0.1429384,0.1657061,12.1871183,2.6052096,0.1719892,0.191158,2.4736598,0.1748152,0.1807639,0.163681,14.3898041,12.1030205,10.7517363,9.5121421,10.0932381,9.6192281,9.3884423,10.3951912,8.7971125,9.1638079,10.2495697,9.0594434,8.6928111,10.4266505,7.9311105,8.8635839,10.9465581,9.0825067,8.8214088
2.577244126/383.0589941,15.9031589,13.5883348,11.0416769,12.537633,13.7270607,14.01732,14.2766309,15.2423778,15.7548121,13.7035834,17.9111944,16.4433533,16.2720885,18.4034916,16.7598878,17.8387525,18.6280472,19.5834819,15.2462619,13.2614368,12.1436264,18.0854796,14.4483782,13.7804299,19.7456165,18.5538141,14.5723249,18.9460118,14.7205209,16.1436455,20.0680102,17.1985255,16.7377877,21.7933782,11.9675605,17.3697167,1.8018088,0.3471518,4.8298551,2.9373553,0.165083,5.9239705,0.5897476,0.3948285,5.5705039,0.1416353,0.3913391,18.7383283,3.4864439,0.4528075,0.1894153,3.4366807,0.4213851,0.179116,0.3665279,13.8341307,12.5802842,10.4468375,9.7922125,12.7376685,12.5295591,14.7983206,13.7666596,12.4657967,15.6458461,13.0817911,14.2596996,16.0321758,14.7596075,13.0179351,15.6160342,16.3349006,16.5835123,16.2792043
2.6795725/452.0990394,13.3660199,12.1492891,12.0396833,14.9242674,12.2876547,14.3685852,16.8155526,13.2266181,15.7707409,16.5778313,14.8650799,16.8270977,19.5015595,14.6521939,17.2224902,20.9945529,14.727119,19.3650952,13.5116361,12.9071656,11.504578,16.2595317,13.7908319,14.6446867,18.2644296,15.8870458,15.3741123,17.891178,13.4706207,17.0378601,18.2888344,15.2949211,17.1458512,20.4675796,10.6831411,18.0567112,1.9830329,0.1636518,5.1656128,3.3018503,0.4785884,5.9843318,0.7327798,0.4394932,5.649366,0.3660953,0.7161901,17.7938483,3.5920707,0.7185463,0.8230993,3.4195669,0.4962226,0.6475145,0.520174,15.2678686,13.6836351,11.521,10.3904251,13.6258885,13.5842291,14.6854652,14.6186635,12.7134647,15.1138038,13.8039239,13.8672087,15.5681405,15.5011834,13.0928644,15.1232229,16.1871056,15.3208447,15.5688923
5.045313103/564.1966945,11.9044526,10.2299137,9.346384,12.4551214,11.3624589,11.2089642,13.883314,13.1704831,13.3081561,15.0660077,14.8296157,14.5786198,18.1682263,16.3409311,16.9449075,20.0709808,16.888305,18.4555367,11.8139242,9.740129,9.4946286,14.640946,12.1200218,11.3703753,15.759006,13.3950269,13.3303539,17.198473,15.0143977,14.5290553,18.1585402,16.9936188,16.2780316,18.8163984,10.6585932,17.4023148,1.7304196,0.209365,4.0502966,3.4200989,0.2006259,4.9266068,0.2008657,0.2027248,5.3301653,0.1721298,0.1995473,15.3813271,3.6382255,0.2071135,0.2301971,4.0248291,0.2105167,0.2176802,0.1971085,13.1181204,11.0628773,9.9508709,9.002616,13.9124818,12.3496226,12.529712,15.1368614,12.0493256,14.1782085,16.4432701,14.6538926,15.3198614,19.8000154,14.6383207,16.6828069,20.8730926,17.2341967,18.6648817
5.045455194/528.2200014,11.2644805,10.0849593,9.11804,11.9232139,11.0172712,10.9605574,13.6395029,13.0237512,13.2399616,14.6341689,14.4940639,14.6812361,17.8404483,16.344568,17.0689165,19.6310736,16.9361773,18.6356362,11.1918433,9.7931319,9.2689446,13.429992,11.8454635,11.2821966,15.2136217,13.1253747,13.0477409,16.3809607,15.252175,14.5361545,17.5996297,16.9204269,16.3635673,18.6755257,10.7733551,17.9121391,1.7406161,0.2994815,3.9629963,2.9247459,0.2869808,4.7539281,0.2873238,0.2899832,5.0342819,0.2462193,0.285438,15.9065521,3.356786,0.2962609,0.3292803,3.6515872,0.3011289,0.3113758,0.2819496,11.6555015,10.075446,9.7869418,8.7814525,12.763832,11.8812888,12.2372716,14.4907031,12.1760914,14.112068,15.4612948,15.1822272,15.3671242,19.0456977,14.4776299,17.0551185,20.3390046,17.5919319,19.016181
5.792622239/597.3692083,11.0905832,10.5309594,9.3868159,11.520751,12.3176696,9.8640083,12.8561276,13.8044341,11.022232,13.3046254,15.7606033,11.0966209,15.7840958,15.1001122,11.7884373,16.4640556,15.4408738,12.4554847,10.0392166,9.0255225,9.3754396,15.8502245,12.9773077,12.3411333,15.7851864,13.6671734,13.2383454,18.4931992,13.8949714,14.2665167,15.8895961,15.2222289,15.7234601,17.4008025,13.7860813,15.5744342,0.2718201,0.2789022,2.1504905,1.310682,0.2672605,2.472943,0.2675799,0.2700565,2.2569197,0.2292999,0.2658237,11.9705259,0.4908617,0.2759028,0.3066532,0.4508872,0.2804363,0.2899791,0.2625749,13.0127422,13.5132646,9.8760894,8.6585847,14.7109808,11.0079893,10.9255026,14.6071287,9.2733285,11.2531031,14.9623433,9.9092494,10.8300797,17.2567978,9.5125935,10.6163156,16.9945893,10.0817531,10.97271
5.404284516/284.1651475,8.4264255,9.6428866,8.4793731,10.6456947,11.5881698,9.5342404,11.8629507,12.7029044,10.5326799,11.9901675,14.0667525,10.5685445,14.0520167,13.8765505,11.0195061,14.4479272,14.1194131,11.4287587,8.3772221,8.3712219,9.037626,12.5821524,11.981378,11.0963735,13.5328616,12.7747555,11.3887343,14.3075669,13.2484599,12.314622,13.8694868,13.5573963,13.0136382,14.548846,11.8130571,13.108194,1.4699229,0.5312001,3.6800464,2.7111038,0.3472015,4.1967631,1.2002579,0.8942172,3.8717521,0.1512324,0.6922082,11.0368652,2.3817317,0.3586424,0.8266696,2.3176181,0.1849589,0.4029876,0.6512763,11.0935834,10.1314936,10.0058309,8.6958178,12.9113878,9.7399222,10.2204964,12.771437,9.1114626,10.469074,13.0998284,10.1315227,10.3516001,14.7190324,9.110887,10.2879227,14.3471854,9.9653659,10.610377
2.685588463/454.0960721,11.561094,10.4532733,10.3679274,12.8824625,10.5934766,12.3767211,14.5226264,11.3866829,13.5969999,14.3400769,12.840911,14.5307744,16.9071324,12.5919963,14.8592051,18.1564463,12.7205633,16.7095411,11.6405784,11.1195871,9.9126625,14.017828,11.9115075,12.6423006,15.790509,13.7531945,13.232665,15.4783962,11.6207167,14.6973732,15.8004811,13.2107047,14.7990969,17.6928481,9.222465,15.5996306,1.6626145,0.1469505,4.4583757,2.7865975,0.1408167,5.1167651,0.6052575,0.1422899,4.8474417,0.1208156,0.1400596,15.3765127,3.033842,0.3962487,0.1615723,2.9359418,0.1477589,0.1527869,0.1383479,13.1781002,11.8257143,9.9206613,8.9482614,11.7837278,11.719814,12.6541013,12.6015082,10.9470895,13.0115476,11.899823,11.9204621,13.4563531,13.3809544,11.3150098,13.0391274,14.0182107,13.2163539,13.4390817
4.287372728/315.1920667,10.5100465,10.3787224,8.3624056,10.6141203,10.3228245,10.3128637,12.2493178,11.883958,11.9152601,12.499866,13.1479029,12.9141042,15.0778343,14.227255,14.022742,16.0546184,14.5577032,15.0229993,10.3853417,9.413688,8.7155823,11.8741971,10.7811941,10.780141,14.0926432,11.7418129,11.4944003,13.6577099,12.4513181,12.8861194,14.4585897,13.3746956,13.900458,15.5928101,7.9083349,14.5922841,1.4835765,0.2890862,3.6651381,2.42883,0.2770195,4.434963,0.2773505,0.2799176,4.3122662,0.2376727,0.2755302,12.7065286,2.8970972,0.2859774,0.3178506,2.8218208,0.2906764,0.3005677,0.2721628,10.7747895,9.1889877,8.5093863,7.9275481,11.3321337,11.3349542,11.9600331,13.1438723,11.7527789,13.253945,13.2948248,13.455457,13.9468988,15.3930153,12.5535666,14.6074971,17.0047754,15.1393453,14.916419
3.80808108/598.1482387,11.3948473,9.6459821,8.6661491,10.8014094,10.6502013,9.1108676,13.5249097,12.9837448,12.0336108,13.8402807,15.2173121,13.7767158,16.4834904,16.3878693,14.0958659,18.1237428,17.8158065,16.3010118,11.1755783,10.9001854,8.0471078,12.3920059,10.6243002,9.0355406,12.7966927,12.0273314,10.1461094,14.070474,12.7119174,11.7178079,13.1787409,14.5055984,12.7068405,15.0409839,9.5992935,13.943472,2.0520797,0.2258376,3.85285,2.7732989,0.2164109,3.9984262,0.5520387,0.218675,4.5148374,0.1856728,0.5685883,13.7182048,3.3102911,0.410225,0.2483087,3.1406393,0.2270799,0.2348071,0.2126169,11.8241798,10.6202529,8.6768281,7.4935652,12.5915995,10.8738585,10.843899,13.2668833,11.2233355,12.0669502,14.1694368,12.838135,12.4941772,15.6646924,10.9288599,13.7694203,16.5001177,14.3731846,15.8066494
4.252367458/244.1550157,11.1584785,11.7992623,11.5925547,17.7464861,15.0347147,16.4238595,20.633501,18.2784389,19.4990017,20.9878527,20.5219067,21.1991906,24.4919609,22.4856514,22.7017905,25.5662538,22.9967476,23.6489861,10.8170557,11.6484669,11.0601847,16.3070761,15.4893875,16.9013267,19.7343024,17.731918,18.847278,19.5899694,19.2482185,20.9550055,20.9733597,20.4654504,22.1257303,21.7228265,12.0729074,22.5784096,2.6811535,0.3799097,5.1241214,4.2922541,0.6321681,7.3772923,0.8955661,0.7924517,7.4673138,0.6573662,0.8774107,17.2165465,5.0847454,0.8215776,0.9956447,5.0129923,0.9619251,1.3836449,1.0940671,14.2121116,11.5209325,11.5687942,10.5731151,18.2411586,17.8762414,19.4834872,21.6270304,19.4469626,21.8747215,21.8196462,22.6016312,22.8413267,24.4144459,20.4664344,23.5695836,25.9913324,23.4114734,23.6432648
5.045570576/566.1934249,8.8766078,7.6005058,6.9544674,9.2871899,8.4253381,8.3366085,10.3323612,9.8186911,9.8640181,11.2544301,11.054121,10.8529934,13.5335125,12.1347136,12.63647,14.963775,12.5722141,13.8437644,8.7675631,7.2417299,7.0165375,10.93812,8.9874126,8.4569156,11.7798052,9.948027,9.9134671,12.955832,11.1389769,10.7949797,13.536644,12.7099056,12.1386973,14.0996935,7.8800792,12.9791942,1.1880383,0.7128706,2.964806,2.5094092,0.6831146,3.6345507,0.683931,0.6902612,3.9163336,0.5860878,0.6794421,11.4912421,2.6312252,0.7052043,0.783802,2.922824,0.7167919,0.7411832,0.6711384,9.7069245,8.276625,7.4037394,6.6867225,10.3872913,9.1720579,9.3229,11.3196872,8.9880604,10.5125458,12.3345822,10.8884218,11.3928125,14.8926689,10.9223236,12.494039,15.591941,12.8158418,13.8997226
3.124182706/174.0557599,11.1748167,10.7587659,8.5335876,12.2211945,12.1218327,8.8026778,14.0947346,13.4318305,9.4454496,14.0770951,14.509676,9.6696966,16.4503985,14.6147537,10.0572498,16.8044189,14.620906,9.8716403,10.6811828,9.0584486,9.8495131,14.0878885,13.4433261,12.3598037,15.9701885,14.4739556,13.7003459,15.8458209,15.3965722,14.6728208,17.0598196,15.9088585,15.289517,17.0732617,9.916236,15.8228855,1.449137,1.0919138,3.7741185,2.8691484,0.9733744,3.9222202,1.4351178,1.12804,3.5944437,1.0648888,0.8246937,11.2940699,2.3266546,1.3159464,1.0517266,2.3132425,1.4788412,1.4113458,1.5793096,13.0337593,11.2054053,10.7669889,9.5334768,15.3231577,9.3800396,11.3528532,16.5720603,9.4557642,11.2753495,16.5921987,10.6541992,11.1866576,18.522673,9.2650519,11.2179539,18.9214313,10.2280569,12.0792329
2.541283267/345.0851824,11.0308544,9.4473242,7.0653449,8.707713,9.4904317,9.0096082,9.9340492,10.5876298,10.1633776,9.5047377,12.4146673,10.5941483,11.2639507,12.7798984,10.8098538,12.3418159,12.9704373,12.6649143,10.5047865,9.2230869,7.8115445,12.5708287,9.9875223,8.8585314,13.8344737,12.9470964,9.4271628,13.181889,10.2504257,10.4971242,13.957411,12.0110141,10.7754099,15.259451,8.3102893,11.2649351,0.9869487,0.3984231,3.0417644,1.9794026,0.3486338,3.7677772,0.3564096,0.3571167,3.4886758,0.3773467,0.5904575,13.0343957,2.1967348,0.3981122,0.4871238,2.1731208,0.3882143,0.7267648,0.9728035,8.9728981,8.7441239,7.2164638,6.2615348,8.8313375,8.7040091,9.5337316,9.5446858,8.6936305,10.1160637,9.0160414,9.8819033,10.3487547,9.7635837,9.0713199,10.14305,11.2945375,11.553358,10.5661385
