Sample,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-2,1mem_Bt_45hr-3,1mem_Bt_45hr-pseudoSample,1mem_Cv_12pt5hr-2,1mem_Cv_12pt5hr-3,1mem_Cv_12pt5hr-4,1mem_Cv_25hr-2,1mem_Cv_25hr-3,1mem_Cv_25hr-4,1mem_Cv_30hr-1,1mem_Cv_30hr-2,1mem_Cv_30hr-3,1mem_Cv_30hr-4,1mem_Cv_35hr-1,1mem_Cv_35hr-2,1mem_Cv_35hr-3,1mem_Cv_35hr-4,1mem_Cv_40hr-2,1mem_Cv_40hr-3,1mem_Cv_40hr-4,1mem_Cv_45hr-2,1mem_Cv_45hr-3,1mem_Cv_45hr-4,1mem_Ps_12pt5hr-2,1mem_Ps_12pt5hr-3,1mem_Ps_12pt5hr-pseudoSample,1mem_Ps_25hr-2,1mem_Ps_25hr-3,1mem_Ps_25hr-4,1mem_Ps_30hr-2,1mem_Ps_30hr-3,1mem_Ps_30hr-4,1mem_Ps_35hr-2,1mem_Ps_35hr-3,1mem_Ps_35hr-4,1mem_Ps_40hr-2,1mem_Ps_40hr-3,1mem_Ps_40hr-4,1mem_Ps_45hr-2,1mem_Ps_45hr-3,1mem_Ps_45hr-4,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
2.982384036/503.2140965,8269.962344,3682.032319,0,7122.854323,2290.694306,0,1664.494275,1053.748683,1503.550484,0,2081.611461,39100.56409,16008.18438,6552.158092,17203.19229,1535.675706,4761.778589,3148.727148,16412724.11,13161557.49,17988260.09,77225765.51,39372566.69,143973418.7,27702635.54,76767995.67,15056503.16,130323274.3,52542794.79,90302228.99,26351575.73,150957408.4,63500851.23,28419737.65,167590699.1,240795453.6,15977813.98,137787984.7,0,6024.776844,3012.388422,41084.60116,6066.215219,14638.83983,40920.8142,0,12648.21368,50840.04895,2691.970221,0,1110.426684,18995.41214,25163.46694,88576.89889,5170.322204,28365.52883,35092529.68,36183601.03,50468600.34,127787267.1,79826876.58,66855694.58,177102427.7,92195011.84,108694527,118805337.1,119519122.4,129856615.8,168874138.2,118061450.6,155740577,223156043.4,118503499.8,208916493.6,1072.175532,3784.706817,6259799.135,1903.519939,0,8663264.658,8622.621203,29826.33075,8530161.33,11817.49193,34614.79069,7866531.312,5915.219792,0,11605224.2,8617.056681,0,10070059.26,38358480.73,52901740.96,44377635.58,85055249.52,80722400.81,87777143.3,96953829.47,102479591,112696912.5,42753726.99,125809104.4,101376.2342,113161914.7,87010433.71,118102885.6,157810857.2,169934850.6,157969594.5,168709046.5,13896269.02,49221654.79,145315045.5,75145223.17,92886880.38,74682474.99,118134926.4,149762282.3,92463235.75,125902398.6,157467997.7,39326097.23,134745982.6,200031852,94666467.95,171358576.2,178306909.9,243693603.4,179459605.3
3.026675328/509.2006343,24814.2833,6586.419195,2185.711655,9302.51152,3356.657908,0,1388.611913,842.7962649,0,0,4863.919981,31603.64094,19431.63758,3276.467222,10683.77311,2166.098417,8321.608554,5243.853486,13201383.22,9993091.19,12363612.62,43737562.99,27819359.61,58872259.58,18364400.25,49343262.3,13816352.77,61046192.27,35597754.31,51705725.67,22645870.73,68623214.24,43227402.36,21827695.59,68723803.52,86068690.23,15559915.94,58644174.24,0,5488.9482,2744.4741,14435.87431,4257.158571,5222.235667,23222.03309,0,2735.24335,24380.85009,2151.245045,0,0,17785.34781,13790.75189,29906.51668,0,6757.607996,30752067.51,29705512.86,30570988.25,55308920.9,42874593.31,33207920.21,70310301.74,54688622.52,49796220.61,59730885.97,62919008.38,56349319.74,73369173.79,66561779.48,70340202.57,80626113.68,70646647.42,82754520.87,1226.839328,1680.273995,5229805.759,1673.604873,0,7249364.268,20873.10651,31505.44283,8255974.958,6587.348051,28384.61803,8884568.367,3246.297705,1061.185828,12918321.32,23361.64863,895.475337,11614044.76,27292694.69,33151438.48,27579448.82,51068718.39,48315633.92,44600081.24,58856510.65,62549179.36,54088382.58,42420626.54,73745748.09,127099.5111,59813272.24,64206757.43,73909966.44,68742892.59,85774183.85,88322509.04,81434524.65,7731850.19,23127590.48,50696136.83,36424789.95,42281817.7,37736046.77,45047904.92,55450211.8,48454484.73,52850751.26,62493248.43,30011960.57,53911310.52,66809955.85,50678263.65,65491490.47,79987986.38,92190131.11,62448041.32
4.352130363/242.1758206,8208723.71,3832348.713,6164670.442,6691424.969,3148308.449,5793894.063,7871513.824,2086966.162,4842011.482,9436060.718,4220490.383,3693702.215,5660814.204,3653551.398,3957308.892,5446654.455,4605613.838,5026134.147,11449271.34,7765511.386,8734236.105,10605387.36,5527883.797,7995302.058,14554530.34,15281036.82,2255796.031,7623497.318,14639332.14,10879882.9,3733887.35,7592810.71,8005799.473,1654333.356,12664700.31,12100066.55,1313520.803,6026536.484,6912945.319,4251320.042,5582132.681,7344422.345,1029388.208,2381607.17,5349354.247,1191134.842,2267035.189,5037841.485,2677777.461,2056431.248,1777405.471,845598.7926,1814942.043,3866158.193,896756.0376,1159588.025,13975431.52,17561103.98,10799822.4,8634024.503,9009795.5,4390746.609,10565890.21,8587110.813,4326918.48,7106534.787,9850311.901,3630262.352,10941575.13,6487392.106,3555739.496,9418067.837,6690753.588,5800033.57,8937064.481,6430525.59,5844647.107,9472219.981,4862362.119,9279378.747,8541356.24,5812632.469,2891637.957,7553574.606,2786323.842,2857164.056,2397698.943,2628584.929,2425117.513,7917984.992,1130166.274,7092574.074,6743024.715,6862383.64,10571674.59,5354077.592,3498883.999,4491241.396,3511951.601,3414990.03,3770137.13,3238148.93,3195255.416,5070072.019,2930905.964,4732659.734,1748171.261,3407225.955,4502969.229,2492538.488,2525557.912,3612688.48,7653031.716,5379512.916,3755650.191,10944039.94,7944273.662,5438961.584,6800344.319,6742347.113,5273537.576,4492213.035,1826757.554,4266820.909,5184266.069,2121117.634,3786026.973,5398598.765,6165009.763,2512843.715
4.512604632/299.131743,1001534.086,757752.4318,1095032.253,3425575.096,2802442.411,4543692.526,7386561.557,2319997.288,6793928.589,9244803.568,3706470.798,8525933.705,10703216.69,8651827.646,6005886.456,11569352.91,10210879.84,10890116.38,10424494.01,10336936.05,9355958.037,26123142.34,7600677.293,28499917.89,36058573.17,32209422.76,3217034.486,34894616.83,32246651.67,29699248.87,9171846.675,21352226.8,20412908.99,3827221.113,41640618.7,32477816.02,1192484.632,36568944.53,1215674.868,1339670.596,1277672.732,268567.8469,740252.5031,3734621.695,1007757.801,1414160.127,4494420.422,2114320.892,4644034.39,4166404.881,712743.1243,748954.0393,6858027.709,2537927.766,3131055.544,4059816.311,3308890.928,6580454.306,5129559.311,6788838.73,17956876.44,15476608.18,11680357.26,22225769.33,28785356.18,10080006.23,26703971.42,33462108.87,16039066.2,22637361.62,40664100.29,12564467.93,22857704.54,37696040.97,1188733.037,1080509.121,1598125.511,3626355.433,740359.0994,4523262.823,5890352.8,4641835.107,4817269.501,4964096.82,486466.9502,4061311.093,2866889.94,761775.269,5432175.968,6546236.169,560347.6602,4173263.765,11433516.3,6246188.505,13756606.22,20384472.4,19758975.81,17212467.43,27458724.58,20692911.45,31432115.56,44173271.79,22517565.28,14361424.93,42211502.64,15083769.85,23064581.22,45235058.62,19446486.46,18330478.35,34163444.69,2761217.573,9879806.151,12393193.99,7711090.861,18865334.94,24006689.83,7720027.281,18058480.69,18493780.09,7117493.914,15523038.5,7219460.381,8258304.379,15057483.06,8240998.445,8012239.154,15829058.28,22323958.62,7585715.765
3.353579733/273.0975783,7405381.823,4383553.378,10278966.99,829096.043,4107148.444,7194472.162,471191.1321,2880010.465,9100604.274,737152.1005,3423691.32,6870283.365,523223.4506,7906424.422,11099510.3,512863.812,4212108.542,2362486.177,13874359.72,6846173.933,9141845.85,517581.5446,210214.0302,11023565.07,683218.6265,604145.3609,70062.90244,5745926.968,1596396.045,553537.3303,293265.4562,6669458.867,645024.4975,49036.25499,4221938.541,753824.6304,64203.44347,4251177.064,5521726.629,7723377.027,6622551.828,838179.4173,299167.84,9946625.922,839803.0784,169721.0854,7254009.042,860254.0835,390204.5323,7000202.009,350159.7299,2470776.145,7796232.594,849085.7499,166579.8898,4093748.754,5857312.459,7602438.199,7851641.449,812097.4384,373363.0855,5484489.444,671998.4563,580798.4196,5391440.515,734440.6071,893877.7124,9115857.678,1113532.822,470332.9898,7542380.902,1120025.118,466378.5865,9703547.538,8335812.702,5439400.491,7981170.869,4503496.393,505390.6295,8649970.877,8569651.545,544488.9862,8448930.801,3427239.309,177428.428,8399080.551,1046242.616,746011.4942,15164191.99,3727527.033,98956.21133,5135886.767,6190498.521,6636255.764,9899462.623,574861.5989,521416.3828,10940184.64,646084.0358,762106.9402,9998873.353,1024292.143,548716.0672,6689089.11,11765827.65,612421.3853,321595.1296,11661318.93,365384.1151,442571.807,11454090.26,3783975.519,4788892.471,4741573.838,5199395.85,894791.9439,10068150.78,10045470.37,669403.4125,8266102.181,6449446.027,439703.6238,1838866.801,7421942.059,786292.7573,4086868.537,6530492.149,427072.0786,11670289.77,5887866.501
3.022431222/540.1304403,2662.838288,1705.599748,0,1824.534538,891.8669016,0,0,836.7667099,0,0,903.363476,4344.94916,5539.36802,0,1936.772623,0,3211.086699,1605.54335,8383763.371,7274792.187,6038734.039,24455990.6,23320851.04,24072534.36,9762908.293,25185447.68,15851083.56,24370156.15,13194813.88,27590337.57,20770503.17,27410878.03,29770231.02,23413763.18,37966297.53,39993805.23,16920826.47,25742556.66,0,0,0,6079.394806,1778.052773,0,4635.898153,0,0,11106.60556,1729.456206,0,0,2204.361165,1577.856344,8714.088017,0,3886.294713,21877767.8,16700233.81,14237468.46,29557981.81,20717421.64,17399313.16,33923156.81,24679488.57,19625823.07,33266555.02,27131302.36,23768762,38657370.05,29217008.36,27633537.25,39917804.45,29743380.15,32069677.93,0,0,3340944.454,1796.06005,0,4756162.923,9186.53773,8933.776097,6239942.289,3910.782,13030.76849,6190257.617,1342.858601,1644.123201,8694527.566,11374.94577,815.7212401,7595224.826,14732328.79,17997986.79,14258681.37,26201436.28,24419707.88,20252845.14,29854798.93,33875786.9,23320089.67,15174326.02,32518866.31,42031.38695,22916696.78,37076128.18,35841084.02,27998236.38,42752018.79,46649328.09,30045504.86,9188352.151,17430783.32,27865399.89,19024411.36,28317567.22,26517083.35,19455140.87,33812736.86,29034682.82,25738829.14,32600572.41,25770212.96,25528414.51,35168656.63,38808361.33,25464885.79,42263479.73,46934568,28111464.03
5.331808579/859.5180756,15654.59901,0,1726.415959,1637.956836,26425.84826,4519.532085,0,10616.14728,5304.587163,0,7437.042731,6857.533812,8507.400854,57128.91088,4570.491021,3610.689964,2120.690452,2865.690208,8557974.898,5294792.912,10955875.11,23485299.72,14786658.67,30867221.42,19136867.71,21309873.8,4063657.733,29959646.21,26237620.4,19124244.78,6838048.365,28831642.32,10068687.3,4022803.982,24990078.24,22138538.19,2714303.316,18330095.74,1197.38302,27086.45486,14141.91894,20525.45379,6146.7599,2040.534784,18924.28301,1149.60947,2163.585051,27228.45534,2986.733976,0,0,30551.59561,5359.356107,21158.4278,1767.851736,10776.77956,1784859.421,4714120.7,13484042.38,44403979.78,48064186.44,38053199.56,54252405.59,62127377.6,52440920.48,47428937.33,80666597.49,53461356.89,68948038.3,80836580.94,54037969.78,78762128.73,104650896,76494009.66,0,195651.734,1709852.905,0,2062.582668,9182979.127,61652.67748,9939.529503,9058958.257,0,68364.69037,9345133.133,8042.48183,6423.101587,12653403.97,18217.12012,7654.66662,7921835.281,16407632,9352935.486,11495362.54,29051090.41,20089118.76,27350359.34,20928712.13,21790088.04,27270088.25,23643766.64,22666642.22,40365.50279,25753818.4,25256071.57,18345370.72,31557614.87,23433173.74,16632976.06,24531625.57,13873231.7,32686847.8,18507811,14243144.34,81702827.38,107199141.5,62100605.73,79627322.69,85633453.29,74952567.99,80640864.25,45961513.13,78651570.52,105131227.3,104746234.9,79854638.83,101685238.8,201334435.3,54469867.59
5.176986186/293.1753442,8817642.851,4902335.134,10910815.41,13063959.54,6068876.919,14854484.3,15066177.41,4555945.11,15490643.41,17346347.65,10351831.07,16358956.91,17031245.04,13025349.86,17389109.07,13497872.1,15200469.56,14349170.83,7753983.289,5966936.837,8154021.36,13289199.52,7098077.944,14947009.64,13573222.92,11984104.2,2577117.752,15138301.48,16959911.8,10694346.36,3874302.48,14426321.72,7434935.337,2142156.466,12885217.03,13065661,1945859.201,10133727.25,6272265.465,7233696.322,6752980.894,15074198,3844774.498,14839864.44,15903231.58,4657622.182,16121196.42,13725640.47,12966443.84,11658094.92,5874012.852,1991273.932,14504409.59,11581087.64,6458598.312,7679361.46,9949433.852,18054655.81,10883873.73,15696501.65,13278846.93,14119441.81,18565710.9,14872084.35,14846901.03,14164455.56,15546772.25,15425667.11,18684625.53,14219176.96,16903173.53,21274698.01,13935605.96,17318737.9,11183559.61,8883314.599,10665496.75,17225870.26,11275668.61,15903417.33,19648825.59,12428220.85,13363758.66,17267228.02,7776378.64,17508905.36,6970209.618,9845249.567,14365990.51,17940421.73,2274494.237,15185935.64,10480244.05,8741296.987,10884390.08,12504014.42,11543795.67,14711519.94,10503012.6,11385417.89,15048638.7,13650091.52,10450614.1,17661564.16,14750280.73,10306593.62,9689814.314,18611827.7,10495034.52,10312459.54,17203126.82,6901224.588,10985652.72,10454386.64,11455412.98,15034812.29,12325842.64,14018936.2,13542413.13,10085694.85,12859928.95,15540151.5,5018965.261,11353198.17,13154514.64,7829312.381,12770634.42,16570493.59,15234004.96,11364709.36
3.282686474/531.1716413,1868.919377,0,0,0,0,0,0,2691.654423,0,0,0,2831.769422,3982.567775,2025.899472,0,0,7049.972667,3524.986334,6116879.852,5294299.285,4399510.021,64154411.81,59923056.37,3513477.925,10577655.36,33342668.19,35446086.91,1491265.212,13410091.79,66317977.1,54294343.13,4974359.17,54042026.05,51528478.81,9285489.037,61419824.12,35992046.14,12151562.53,0,3705.06962,1852.53481,19064.63926,1763.194638,0,1763.043957,0,0,2113.328927,0,0,0,18389.25242,0,23631.17511,0,17054.28235,30216763.79,23242530.85,12294875.03,77400645.63,49424104.58,13169077.01,60073426.91,31091088.94,10385165.28,130962891.6,13834901.55,14735481.2,30836828.42,14067235.08,6501705.18,57094113.87,9169749.67,15728740.62,0,0,8976423.533,0,0,23477576.95,17628.4082,8176.049605,32706202.18,0,30044.54846,1864864.574,0,1592.672989,24320802.92,9592.829142,1247.299348,13885706.37,22386618.96,25428300.44,7724169.445,91526257.05,9262741.065,8504191.302,103566022.2,15978687.47,10890424.84,31003162.16,32059867.49,242044.9261,3649559.576,73620650.66,49798616.2,17526008.02,35127544.9,54237481.47,14101475.56,45106806.31,45686778.21,58218176.3,22581475.89,109294608.6,93240237.08,25865972.89,120697764.3,97343384.68,9909553.405,145567258.5,77633307.07,24845582.36,183246411.4,132786604.3,20007601.86,39633889.85,36794389.99,29922593.7
5.176548439/236.1049413,6134903.432,3480173.025,6453678.989,9037225.256,4377890.947,8950564.065,10601497.25,3246367.734,9436758.626,12136117.23,7435916.417,9778036.125,12298045.71,9510937.891,10386550.51,9900516.297,11101337.59,10500926.94,5625020.401,4135930.449,4903171.339,9425184.836,5033967.886,9073269.191,8482265.198,8802004.441,1811889.355,9194871.69,10487803.56,7729664.067,2758767.657,8633604.875,5402039.447,1583705.797,7660347.015,9494185.883,1406326.95,6178754.636,4612529.718,5181022.775,4896776.247,11188488.33,2788446.769,8848102.999,11302616.09,3381681.054,9764447.299,9751383.799,9660929.434,7086018.392,4346955.487,1416354.326,8696500.378,8401702.187,4640047.965,4649646.518,7153506.663,13040381.2,6553421.394,11277503.23,9334977.021,8401654.695,13515347.31,10526788.93,8932645.156,10190913.65,10915833.63,9229262.469,13484262.67,10294425.3,10278361.39,15063038.81,10043505.72,10384307.04,7958602.825,6366106.672,6348735.117,12521215.22,8452490.075,9690663.327,13937019.31,8909853.932,7879142.838,12231657.27,5633633.658,10584641.02,4948034.321,7038515.259,8503754.082,12908848.11,1677139.94,8907101.872,7461417.902,6061092.941,6355396.612,8820605.688,8285009.357,9019852.835,7563209.979,8035309.729,9504248.374,8709014.359,7397229.848,12882355.32,9079898.938,7374682.595,6999373.559,11364041.78,7526486.188,7387595.62,10241045.57,4128132.498,7978942.371,7463337.81,6722215.391,10359153.44,8888962.364,8204330.694,9499945.774,7094863.863,7525326.679,10002594.91,3516521.987,6745224.924,8480633.966,5418372.991,7537988.389,10808242.59,10603665.35,6660344.573
0.343164255/197.0218408,8996036.82,1279346.484,7013594.545,7624537.769,258966.7902,4557795.519,8029598.219,71937.28938,3617025.409,6898903.929,1776365.322,3148785.903,10521782.48,1939728.763,3859024.18,1919627.584,1769528.86,1844578.222,10319074.12,1445680.454,3328944.393,3483731.894,796094.9195,5499509.382,1816013.39,2050805.701,4283.93632,2158298.391,1327111.604,646307.3926,404207.3769,1846423.959,8469.725163,0,832289.7457,31912.88527,0,119658.666,2319017.545,2409482.855,2364250.2,3165328.616,575432.3046,3730055.209,6828142.648,587008.7847,3252074.262,2470293.32,2027606.567,1821293.767,462510.8549,6768.735283,2535098.672,3885586.379,614497.4233,750909.2037,4985256.181,5165265.03,3616618.006,2198579.196,3853416.062,3131555.404,4014952.732,4977980.425,4069925.938,1426775.569,5137695.334,3076613.892,2386992.815,3285293.216,3809933.426,3669201.752,3613013.884,4063241.593,7422264.336,3895374.621,3072778.751,13461918.32,3390051.825,2333835.206,2409270.044,3837135.22,1429226.087,6159948.13,323737.6058,1211321.631,82666.69035,1115805.905,1324852.724,2730376.819,166388.7748,1105857.711,6732007.337,4669588.713,3538482.711,10881784.17,2839288.847,2265605.019,5974226.757,3452931.253,2616238.574,2830900.319,7878885.332,2067673.386,3931140.445,2346480.271,1443211.82,3606367.964,975765.9753,718954.6108,3099881.253,838622.4492,7856027.187,1915949.097,884667.8944,6867726.666,2460820.998,4384383.156,1486239.168,1064699.458,3588061.593,2754562.827,529550.8912,1887899.286,121399.7884,599721.707,1626184.992,3966746.969,2352576.438,1116346.628
2.387393551/345.1297735,507509.1312,320775.3513,551711.6192,611069.8096,180288.6215,448209.2119,744693.5507,152253.7693,589061.6762,833008.7198,522065.5377,680493.7342,1146530.458,794988.8492,964213.0642,1226737.534,1041054.093,1133895.814,4278441.565,2548530.468,3165640.681,8777987.989,3804883.276,8983405.607,9846811.526,9729302.788,1005426.945,10603357.98,15276800.1,8601052.995,2009739.883,11331122.43,8389745.531,1370303.125,10580486.44,11980432.42,841110.4831,9732533.447,0,1111.821533,555.9107665,11144.36166,918.1253659,80706.38434,36494.71014,5515.972916,138004.2921,46537.92467,12240.74581,128657.3449,15815.35517,2249.132433,181088.5007,65970.68149,17900.2791,57856.04578,1275921.892,1889280.502,3322022.99,5777453.611,7743719.209,5718366.758,9162295.726,10276238.99,7719302.602,7485647.841,12345011.55,9617411.359,15465629.93,11322109.63,12981380.43,19444275.26,13464361.87,16829277.95,312264.5283,374189.5275,648617.3061,505681.0182,426442.917,1113844.518,555153.3036,708595.3562,1081803.512,651376.6015,293932.8614,1303761.723,345774.7003,559016.9682,1624910.237,1078594.587,115660.387,1870867.334,3217068.252,3331653.292,2895007.395,3888995.152,3414194.784,3875710.477,4486670.682,5211941.155,4667799.801,6131952.788,6056644.352,1423486.978,6590436.777,4492821.323,5273279.566,7805496.916,5260584.404,5849647.93,9262886.22,1316418.241,1966106.482,4263664.979,2391343.508,4331565.301,5085223.728,5672328.89,4842872.818,4899338.278,5890754.351,4321103.571,3274504.006,6137424.718,4235849.072,5187983.784,7217685.019,10311769.24,13873366.16,7832308.8
0.327968056/560.5889657,8844595.817,6676918.248,9141586.462,8761212.39,8276861.61,12914797.35,6924516.478,3078597.455,10867565.25,6124558.501,9346700.305,9704164.536,6369431.783,10861433.15,10569522.64,6272080.342,11943026.02,9107553.181,8313837.507,7779938.323,11223276.75,9295102.557,6372107.271,10698293.38,14774910.46,8779336.348,5271197.044,10467968.05,17679820.69,7993933.301,2954498.855,12154104.64,8083196.27,4288013.351,12159423.8,9534847.312,3988367.753,10699882.5,7637966.19,9248037.261,8443001.726,7554728.146,5748524.149,11245007.38,8420733.723,9592386.556,10210851.17,6534625.325,8121337.886,10286664.78,7120570.7,4487523.333,10385171.59,6183224.495,8408758.189,4337479.018,9834134.061,8379698.592,12567694.67,9589685,13631885.72,8015280.246,10830762.19,6103678.068,12110333.49,9201587.09,4242534.189,12189292.66,7319574.841,11591055.35,11220646.69,8431427.456,12684644.37,8617462.487,8796814.992,7864565.812,11674508.83,5377384.369,9956251.967,11310172.47,7254454.946,7663289.546,6671292.912,5434518.566,6484225.71,10032818.8,2566017.639,7758609.551,8060405.409,7765877.67,216841.0927,8857194.016,8155489.783,4481611.625,11215446.4,7663842.668,13402054.07,9735534.756,10741536.72,7660185.334,9317299.963,19495533.01,10024166.82,12898093.75,11525954.22,7131308.253,8717570.938,12234921.18,9807607.759,13740244.22,14934677.3,7738545.149,7112482.024,9079058.998,12168622.11,10082292.76,5861851.235,9071558.063,6389516.984,12747337.18,9136096.129,8649629.383,5287741.334,6925524.651,8846482,5913510.727,9842408.835,7485275.96,16644632.22,10977041.58
2.606124684/153.0191022,29843.89338,9870.344292,14887.09975,63668.66921,5261.209336,54179.92718,27736.29389,2130.259184,13507.06648,18039.24387,8108.842022,17810.04606,136047.3295,22088.15128,23220.96044,50512.35947,15772.14215,33142.25081,5286756.611,2537922.183,3551274.277,71515086.28,35454896.91,107378501.7,29761847.21,125723210.3,15812856.27,124522175,91579869.46,144802936.9,39969004.93,179588553.7,161405899,30477263.88,225204921.9,234071829.3,26236660.6,250696792.7,9938.941305,18371.42493,14155.18312,32007.32348,4080.054982,13759.57089,17479.46256,1936.254646,11843.06562,26138.1995,16926.73504,11980.73482,4850.815722,5122.464534,5820.585518,7843.972863,5742.675233,3825.282571,29728559.13,40483524.67,11978440.83,34736269.79,28811536.45,23208159.19,60400795.44,51010591.36,35290678.43,50242767.44,75944151.48,46601598.89,98097753.01,76244552.1,62317315.72,124861432.6,73225783.17,98910516.31,18329.48274,15848.54578,1700139.086,129775.1361,14388.47047,4105717.597,611106.4209,19529.6605,5409859.292,401329.39,9100.570192,6416388.424,8830868.046,8011.389483,7827850.891,625204.0305,1840.140725,9434731.496,28135970.55,21526885.2,15418551.38,83076608.14,67496636.4,44977721.77,126082823.4,150796632,82355435.5,189006340.9,200718207.9,264102.4779,204533893.5,214189636.8,234154313.8,209272834.4,247288473.2,360331040.9,463592230.7,2244729.152,3953363.415,17542725.6,13502015.7,31936335.83,28137280.89,36189005.87,30902506.56,24210389.43,44458319.37,32028231.84,15814365.69,48937449.95,279051979.9,27629754.12,55970515.5,83762734.55,72219743.57,59077257.77
5.225120292/875.51289,1386.591279,0,0,0,2013.996792,0,0,3607.986919,0,0,0,0,0,4767.194512,0,0,0,0,3752429.097,2392076.109,4897200.566,7683745.737,5139343.608,10525006.33,5531427.665,7099405.522,1339619.948,9927808.665,7418547.204,5835386.242,2259995.839,9581004.519,2903844.537,1352647.761,8343984.284,7367335.619,868184.0924,5964888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664600.7203,1549383.015,5012254.139,12707742.18,15151842.7,11631833.09,15835575.47,20466023.6,15734645.19,13498643.13,26421604.83,16113167.23,20901893.83,24830415.01,15809764.01,23831839.06,34100561.73,22262853.25,0,23641.53866,715425.5968,0,0,2513770.206,2026.100651,0,2612065.945,0,5529.547931,2772665.399,0,0,3401598.823,0,0,2256162.764,6868797.171,4218393.155,5018123.265,12373303.98,8880960.524,12971455.98,9375177.516,10612087.59,14165493.68,9593649.206,11118647.85,2393.257112,14119465.23,10773591.96,9234190.248,18248733.93,11046499.92,8071929.101,13617536.68,5990079.78,14753556.23,7801848.312,5943054.847,16045575.96,28347146.84,18194831.75,14691779.22,24216771.37,18745460.83,21986597.31,13259222.06,20756864.9,15010103.68,27824453.49,23739523.32,26791116.27,51731964.34,15911485.15
