,2mem_BtCv_12pt5hr-1,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-1,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-1,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-1,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-1,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-1,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-1,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-1,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-1,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-1,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
3.159389831/445.3011802,0.1704226,0.3418188,0.2830862,0.3226989,0.3286629,0.54584,0.6180514,0.7573649,0.3559954,0.8697414,1.0130668,1.0417349,0.2994297,1.1627836,1.2788581,1.1075715,1.643423,1.1997231,1.4883327,1.8359817,1.4533108,1.3796291,0.4852041,0.4285489,0.329084,0.6640347,1.0340598,1.2293029,1.1321865,0.8509056,1.1042288,1.4334612,1.4469846,0.3076438,0.9213661,1.45244,1.6802461,1.4618289,1.4662241,1.7043332,0.7945191,0.5019686,1.78209,0.480752,0.4342472,0.4972385,1.0563293,1.0681637,0.9819063,1.0881222,1.2206818,1.2002681,1.0016479,1.3301158,1.3230645,0.6388944,1.2833117,1.4032148,1.2048325,1.5143195,1.9935347,1.5891196,1.9415281,1.7502981,0.5289426,0.417012,0.5080416,0.2879389,0.3205749,1.2330539,1.2320789,1.1703431,1.4155883,1.5669724,1.3060613,1.475628,1.8800106,1.3164428,2.3107496,1.8273603,1.4679872,2.3890504,2.072058,1.5954012
2.509874659/382.2440553,0.4172389,0.5805161,0.9398908,0.3678289,0.5340921,0.6342444,0.5016636,0.8245961,0.5627349,0.8648444,0.9017311,1.0802999,0.3323177,1.2039765,0.8399482,1.1573582,1.4517644,1.487252,1.4874264,1.6968605,1.4707044,1.4398521,0.5176709,0.5546109,0.3332281,0.2911382,0.4371557,0.584091,0.5917166,0.2084108,1.1250346,0.6810554,1.0951007,0.305585,1.0114416,0.9060207,0.7173004,1.5895666,0.9958395,1.4600481,0.9696647,0.4402233,0.832404,0.7431782,0.4954098,0.4290651,1.2637197,1.2373799,1.0463796,1.2219159,1.2938873,1.4493787,1.209436,1.4639842,1.4930862,0.8078352,1.5243504,1.7086689,1.7786737,1.9082038,1.6331445,1.691989,1.8253105,1.3910431,0.3900303,0.4185054,0.6900625,0.4776385,0.3059342,1.2494544,0.993753,1.0329244,1.4048133,1.4460908,1.3668601,1.2600522,1.7757834,1.3702811,2.4352792,1.563278,1.3538493,1.9578104,1.9707805,1.5031298
3.137817931/401.2753518,0.4899744,0.2870036,0.4806922,0.6381839,0.7513059,0.9506268,1.0229878,1.2264803,0.5876827,0.9390972,1.5461489,0.9387334,0.5778761,1.0721889,1.8661936,1.6619228,1.8003715,1.9357784,1.9010179,1.7566695,2.0295712,1.4165676,0.4320055,0.5691986,0.656104,0.8201836,0.9551008,1.028139,1.0126794,0.7907111,1.190157,1.0925675,1.0304174,0.444813,0.9959944,1.1754114,1.1704646,1.5156556,1.2358408,1.3173986,1.211394,0.5662418,0.8001281,0.6095832,0.4833317,0.5557039,1.2688425,1.2882809,1.2742914,1.3944553,1.3928662,1.6219731,1.389763,1.4824013,1.4453623,0.837508,1.5931715,1.5485448,2.1371573,2.2334967,2.1070992,1.917487,2.036696,2.2633411,0.8724781,0.7562784,0.8379825,0.7057284,0.7448294,1.1844234,1.526567,1.1947182,1.3124112,1.2628529,1.7966094,1.2647205,2.0022542,1.8784897,1.7640672,1.9215657,2.0566091,1.7386365,2.40851,2.2507254
4.444401719/318.2423189,0.6808612,0.6642374,0.3321929,0.4809535,1.049117,1.5250202,1.0763714,0.9433027,0.8828689,1.6437854,1.317019,1.0685493,0.4390558,1.6175628,1.4435396,0.8008656,1.5600692,1.2275772,0.8828629,1.5473238,1.3960775,0.8321399,0.3674256,0.4070361,0.5830858,0.6415048,1.1959908,1.1300421,0.9479119,0.8389613,1.2217164,1.1809232,1.1483938,0.9421944,1.6147473,1.5753871,1.2575818,1.6001224,1.663165,1.2918349,1.6868582,0.7342688,1.5455498,0.524403,0.4646582,0.5397035,0.5064015,0.3081654,0.3139802,0.3283544,0.3258724,0.7451036,0.4166624,0.6062673,0.3773256,0.9804232,0.3596854,0.5492749,0.3407789,0.3536229,0.5946424,0.4429476,0.5010165,0.5589985,1.0892874,0.7837395,0.530454,0.3486639,1.6566563,1.3283916,0.6329306,0.8673249,1.6692667,0.9583005,1.1706422,1.5436233,1.1359702,1.0972954,1.395067,1.0615776,1.0446324,1.6470428,1.1073472,0.9055279
2.222411288/359.2281378,0.1393976,0.2502293,0.2940112,0.431255,0.53018,1.0329434,0.678025,1.0481861,0.4781885,1.240942,0.9902043,1.2147433,0.4524784,1.3325493,0.8663969,1.0790763,1.3218434,0.7477118,1.2212149,1.9538626,1.1758032,1.0661814,0.3034485,0.3880217,0.32801,0.5124142,0.5497991,0.7951295,1.0591056,0.5382767,1.0352136,1.112877,0.8217428,0.4331282,0.7206283,1.0579252,1.1599486,1.4419115,1.1750652,1.0782984,1.1711125,0.4987729,1.4669066,0.2979798,0.3432037,0.2791212,0.9654696,0.8413462,0.7648401,1.0237963,0.7780094,0.9231022,0.9735712,1.1614277,1.2930921,1.1695022,1.1667487,1.4212394,1.2028786,1.284438,1.3871083,1.3920037,1.0578773,1.6795142,0.5974441,0.6825275,0.5179884,0.6581668,0.3964436,0.8952462,1.1424393,1.1374471,1.0332085,1.207612,0.6918595,0.9942918,0.9815388,1.0987758,1.3449266,0.955891,1.07946,2.1595711,1.2617848,1.4986915
0.615294455/219.1334928,0.660074,0.3835589,0.7495872,0.6858389,1.4165648,1.4989536,1.7189391,1.3863851,1.2066044,1.8509363,1.84853,1.6217924,1.7745707,1.4884897,2.1962453,1.6681125,2.0232717,1.3478947,1.7089141,1.994242,1.5625512,1.9853107,0.1677611,0.5238887,0.5878333,1.3412983,1.2667351,0.9245108,1.1930724,1.4939027,1.4305676,2.0496225,1.170206,1.6566399,1.1204369,1.6866972,1.4671547,1.5662455,1.8385713,1.5331,1.379909,0.8435619,1.6415799,0.1703413,0.1649329,0.1700192,0.5506525,0.6134129,0.414803,0.6632979,0.5728813,0.7275195,0.6015111,1.051308,0.9760218,1.9377056,0.6645908,1.2398882,1.6886629,1.1152433,2.16983,1.7109763,1.7666164,1.5447713,0.8053684,0.3525625,0.7256999,0.3678351,0.5966725,1.4309773,1.5856641,1.5045656,1.4822757,1.5908668,1.4423592,1.2706276,2.0765605,1.4572192,0.8588418,1.1857211,1.3981081,2.0172433,1.9123676,1.689551
2.619953594/295.1645982,2.3395727,0.5795979,0.6590093,0.7182155,0.8018537,3.0778871,1.0160721,3.2231968,0.8720708,3.4927798,1.467687,1.6099457,1.179284,3.4347739,1.9785893,3.7395888,1.8414618,1.1470084,1.9126201,4.4376129,1.5305311,4.4115986,0.583812,0.8216601,2.5769391,2.7261498,3.1400729,1.2480755,1.3297892,1.2344808,1.3854483,1.664019,3.3239344,1.4477525,3.1421721,1.3065077,3.4071377,1.6271538,1.4367044,1.0011251,1.6220849,0.729563,1.7614576,3.0712474,0.5319241,2.4903882,0.9894699,1.4520031,3.2605507,3.3799788,3.5868271,0.929868,3.2236245,3.4696428,3.7889981,1.2229983,3.5096312,3.7785358,1.183006,1.0161391,0.507605,3.6494665,0.9472142,1.812032,2.9441502,2.5581632,1.269548,1.0582529,2.4754234,3.0740894,1.5430264,3.0354273,1.4169211,2.7675553,1.0040872,3.1079339,1.3801815,1.1370773,0.8215248,1.3671855,3.4786832,4.0370789,2.1803795,4.0053933
6.295407516/318.2408243,0.8006868,1.2065308,1.1659816,0.9564653,0.8430735,0.7434713,0.5941208,0.9967575,1.0577718,1.4310318,0.8386148,1.0279522,0.8219605,1.1499949,0.7426998,1.1006282,1.2744936,1.2496537,1.2646135,1.7484525,0.8330751,1.4917964,1.3678591,1.1181812,0.9152687,0.8809138,1.2767163,1.1164406,1.284111,0.4226105,1.3815966,1.4462806,1.2185378,0.5425684,1.0002537,1.784334,1.5638002,1.5242157,1.7742212,1.7122039,1.6918063,1.0438143,1.9764438,1.2223061,1.5200366,0.9303733,1.0603536,0.7476102,0.738904,0.6028315,0.7575826,0.8942931,0.7571678,0.902703,1.1368781,1.0497793,0.5754635,0.9169045,0.7284834,0.7690092,0.5829508,0.9099204,0.7452383,0.64172,1.0856333,1.2915164,1.2443316,0.9143561,0.8880809,1.3017161,1.1889851,1.1289722,1.7057535,1.0841371,1.5137206,1.8100333,0.9469186,1.5498084,2.0189619,1.1611098,1.8112141,2.2692967,1.3525233,1.69949
3.469239911/268.1072823,0.5489853,0.3091403,0.3355073,0.6885604,1.3049034,1.1289058,0.660573,0.8422699,1.2279558,1.4336079,0.6543095,1.3393696,1.0489465,1.288737,1.0828544,1.236541,1.6218523,1.4689862,1.2854797,1.4172692,1.3955202,0.9030873,0.4873096,0.3678415,0.8426879,0.5646354,1.0995209,1.491592,1.2572659,0.42927,1.2601612,1.5592901,1.0457218,0.4627601,0.6703131,1.392126,1.5103137,1.3374596,1.2908791,1.3451197,0.8227459,0.5025065,1.5322964,0.2621646,0.2658124,0.3302367,0.544151,0.1222908,0.4810419,0.2524325,0.4261289,0.1244291,0.3696941,0.1055905,0.1281219,0.4113199,0.436776,0.1312949,0.653751,0.5265999,0.6292681,0.5147252,0.3170096,0.7178985,1.1103296,0.2587573,1.2492651,0.7139528,1.051295,0.9186099,1.0450728,1.1194666,1.2754519,1.3035212,1.2083511,1.1466456,1.3321638,1.0277924,0.6904727,1.2327512,1.2308995,1.277707,1.1295355,0.9416441
5.71405292/165.0544244,0.3815887,0.5428874,0.8782456,0.6314501,0.9220152,1.3405941,1.1260979,0.8548481,0.8545172,1.6519136,1.6369856,1.4598284,0.7640479,1.4562794,1.8882672,1.3915501,1.7362723,1.8439053,1.4851896,1.6926658,1.8853406,1.3908598,0.5095609,1.0925625,0.8055222,0.7418285,1.044474,1.6074585,1.537926,0.9836161,1.5729739,1.9613699,1.4766369,0.8748596,0.8723108,1.9438599,1.7577931,1.6411238,1.8127899,1.7939864,1.877475,0.9254659,1.960286,0.6289222,1.0429137,0.8759187,0.6886124,0.4222435,1.0103047,0.3723774,0.8422243,0.8112127,0.9774731,0.4453928,0.8667359,1.0097483,1.0936001,0.768019,0.4594508,1.0962895,0.7868507,0.8023712,0.4681968,1.0640389,0.4157142,0.3473625,0.3949702,0.4630563,0.9330731,1.189381,0.7778724,1.4462765,1.700635,1.3120381,1.6095282,1.7937765,1.5347227,1.5212245,1.5763078,1.3421482,1.7064835,2.220105,1.6626694,1.5637967
2.046894282/371.2395,0.4971111,1.1573514,0.9909548,0.3661636,0.3700936,1.3721944,1.4914635,0.9363177,0.5908345,1.3258461,1.5218764,0.5989964,0.5026353,1.2657118,1.6172529,0.5776253,1.2971556,1.4772884,0.615257,1.2620045,1.5803922,0.7692939,1.1427246,1.2267507,0.8477621,0.490163,0.9991279,1.1637926,0.4822526,0.3234759,0.7071531,0.7297499,0.4262889,0.2773727,0.8685689,1.4895586,0.6525958,1.4784444,1.2894278,0.5672717,0.9686399,0.8875734,0.6176895,0.4183658,0.1297481,0.2544567,0.6349533,0.6210776,0.5131249,0.5234441,0.7215311,0.6144216,0.4704497,0.570647,0.8730254,1.3228028,0.6878218,1.0040383,0.7332349,0.8697904,0.5254758,0.8379333,0.8353031,0.6760768,0.6149892,1.0065573,1.2347994,0.6188438,0.471474,1.2983893,1.3505073,1.0118843,1.1215025,1.2864039,0.8252287,1.1398883,1.4214165,0.5919552,1.3330612,1.2180114,1.1721392,1.0179904,1.3927023,1.2863942
0.706636533/310.1485319,1.0585724,1.018505,1.7474239,0.4309059,1.283319,1.460763,2.3911948,1.2125515,1.3124193,2.2639248,3.4633152,1.6857589,1.5533565,1.2811564,2.6115261,1.6551064,2.4580086,4.1372127,1.2464286,2.0851471,4.85197,1.1991181,0.7107605,1.541388,0.5699958,1.366192,1.4742509,2.2570744,1.2726153,1.484792,1.8135064,2.6576976,1.2667165,1.3529468,1.341569,2.9155796,1.5182881,1.5730913,3.0740319,1.4749473,1.9773047,1.053914,1.5737271,0.1774329,0.1717993,0.1770973,0.5883225,0.660806,0.4375653,0.8154615,0.9731353,1.4827784,0.7828078,0.5372549,1.559095,3.3544617,1.3657423,1.0697102,2.820439,2.5188388,1.6588062,1.4027957,2.8283364,2.2812873,0.7333598,0.3011384,0.5145237,0.3350459,1.4215245,0.7618346,1.4915333,1.7112308,1.3735092,1.3521312,1.1652586,1.0571533,2.0440644,1.3248192,0.3284814,1.7581379,1.3559098,1.8934671,2.5634262,1.6459108
8.287635477/493.3859865,1.5006073,1.2852261,1.2876152,0.9344388,1.6015398,1.5090856,1.2931119,1.4894053,1.6411845,1.8620876,1.7134442,1.713675,1.5047294,2.042084,1.6828307,2.1868628,2.4659528,2.3448762,2.7356937,2.7896625,2.6164813,3.0132241,1.1808845,1.1949831,0.7835842,0.9545484,1.2444725,0.9657705,1.3476982,1.0507878,1.4655236,1.1882911,1.5132439,1.1288443,1.4046602,0.9884139,1.4935744,1.4317053,1.311333,1.6830667,1.5437982,1.2953662,1.8585319,0.9507111,0.9911474,0.6048288,0.859798,0.7480994,0.886063,0.8522212,1.0757102,0.6613433,1.2351246,1.0585234,0.9086644,1.0933973,1.2518329,1.1047183,1.0242206,1.2579332,0.7308678,0.6201938,1.0810306,0.701661,1.8361446,1.3223789,1.5978,1.1796324,1.6881098,1.765294,1.8141536,1.6251841,1.911632,1.4667578,2.0760261,1.9777797,2.3660729,2.3320381,2.5695964,2.39187,2.5624003,2.8162331,2.9354114,2.8363867
5.570576386/303.194256,0.9058256,1.1662898,1.9782921,1.759541,1.1775773,1.1167695,1.9186824,1.7821424,1.3164795,1.9833569,1.1150595,1.3275315,0.9166375,1.8159313,2.0670599,0.9365469,2.0767666,1.9413076,1.6064057,1.0415711,2.099872,1.2127713,1.904943,1.7817673,0.9405556,0.9205478,0.965411,1.719368,1.1804223,0.8412926,0.8181652,1.2479451,0.920165,1.0429155,1.8508604,1.1239797,1.0872967,1.9314195,0.9788101,1.0792964,1.9195056,0.7479751,1.9293713,1.7281563,1.4318076,1.3233994,1.7049196,1.1790633,1.8166748,1.1119764,1.7483353,1.328046,1.4916995,1.0865025,1.232131,1.524058,1.5716601,1.8331757,1.7239902,1.874254,1.0669696,1.3209358,1.1819323,1.7342649,1.1165526,0.7974461,0.9921675,1.5537024,1.7038733,1.0906341,1.2940543,0.8913614,1.2835846,1.5618647,1.0587146,1.2787269,1.8092186,1.2839809,1.9313555,1.7628528,1.8960745,2.2504474,1.6559908,0.9594781
6.206568124/252.1956871,0.4317548,0.2787237,0.6212035,0.5935488,0.7131652,1.1277724,0.9287069,1.0677528,0.883231,1.2479501,1.0177645,0.9922289,0.558892,1.2506631,1.0899757,0.8717776,1.2436176,0.9129137,1.4427958,1.1746502,0.846336,1.4965047,0.3632882,0.2924018,0.5210865,0.8109617,0.5009329,0.607418,1.1033036,0.7774555,0.9650183,1.02156,1.3050018,0.5098442,0.8141527,1.2444645,1.3082463,1.2404688,1.1637051,1.5224841,1.2116002,0.5856216,1.5180105,0.3191664,0.2507591,0.4951842,0.4223693,0.3432935,0.2997902,0.687462,0.4037201,0.2913799,0.3981477,0.4746394,0.5095105,0.8698615,0.4947046,0.43182,0.3530558,0.336412,0.2878871,0.4664397,0.5979769,0.417327,0.8639775,0.356171,0.5231961,0.6919521,1.1240898,1.0832434,0.5594042,0.9808484,1.2138253,1.0722321,1.1235834,1.4253913,1.2296618,1.1468157,1.3867618,1.1542244,1.2988755,1.6254762,1.3295624,1.1539468
2.317690992/354.1659136,0.7284202,1.0732022,0.7255647,0.7672161,0.630008,1.3461874,0.6494423,1.1659759,0.9665309,1.7526242,1.2122801,1.0523576,0.9360593,1.7634637,1.7345155,1.5981339,2.3891142,1.7257801,1.9625688,2.6803227,2.0138863,2.1047019,0.9840002,0.8649999,0.7085714,0.9652151,0.7101296,0.5990808,0.4186514,1.0188928,0.860552,0.5591399,0.4348188,0.777806,0.716655,0.9533904,0.9148544,1.2659941,0.6701486,0.8151013,0.7979894,1.183775,0.8464355,0.8078277,0.817073,0.7287571,2.2553235,2.1354953,2.3602558,2.3882733,3.0387121,3.1773046,3.2084541,3.2742153,4.588342,1.0765785,4.5261065,4.7682253,5.7533436,5.7820918,4.148546,5.8515463,6.3294354,6.6753931,0.8632203,0.9062702,0.6445339,0.552788,0.6455861,1.1946584,1.347196,1.1463376,1.4870604,1.334629,1.3051386,1.5870594,2.0596166,1.4409053,1.9300143,1.9381658,1.6669136,2.4224679,2.611815,1.8314252
4.695145693/229.1219001,0.9561544,0.8272945,0.910995,0.9581897,0.9589286,1.2334063,1.0450081,1.1528413,0.4581305,1.4328685,0.7145088,1.3660421,0.4767899,1.3076565,0.6084058,1.2356258,1.1556405,0.6065768,0.9979026,1.2473397,0.8309281,1.3960923,0.8273694,1.0711993,1.0955106,0.776907,1.0444005,0.6197836,1.3779227,0.524357,1.407508,0.7087504,1.1539336,0.7774731,1.3128598,0.7130538,1.0117244,1.3743669,0.6129692,1.0847534,1.47885,0.5502725,1.730595,1.3633693,1.1224555,1.3878658,1.5434904,1.2871147,1.4723277,0.7004409,1.536388,1.4531878,1.4737793,1.0380322,1.6424365,1.3828027,1.5386533,1.5994992,1.4761832,1.2544522,0.5305544,1.5859336,1.4352473,1.6263862,1.7268658,1.5630572,1.6041905,1.5584813,1.1274504,1.8534479,1.4612305,1.2862374,1.6371551,1.4166635,1.4697839,1.6703092,1.5698148,0.7655485,2.1029582,1.2664173,0.9489804,2.8137578,2.0198638,1.4337038
7.688529356/551.353152,0.5337661,0.4892177,0.4130719,0.3992292,1.1408301,0.9186789,0.374431,0.5364641,0.9108394,1.1637647,0.7404541,1.1738165,0.5428639,1.169775,0.4641703,1.3737621,1.7271757,0.8074681,1.0570992,2.1349455,0.9836354,1.5718628,0.7957983,0.4101209,0.4512938,0.4647325,0.6318705,0.4960977,0.8492533,0.4143765,1.1531928,0.7307072,0.7663848,0.5620318,1.2425662,1.0567166,0.8507421,1.3544255,0.9627556,1.5120885,1.3779376,0.5883421,1.3933097,0.5673324,0.2767854,0.4253094,0.3484114,0.3116297,0.3201847,0.3578697,0.7329062,0.2919929,0.4254609,0.3074297,0.3647459,0.4490997,0.3801814,0.41141,0.3385896,0.284386,0.5669745,0.3742733,0.31761,0.3720044,0.4809278,0.3927323,0.3830866,0.4713805,0.4837847,1.1101205,0.4556212,1.1128844,1.2168777,0.5193983,1.3583891,1.3700242,0.8214794,1.4710765,1.3979032,0.5456666,1.4727943,1.206698,1.4102548,1.7905183
5.502741543/530.2346292,0.4230521,0.6797249,0.8476345,0.6649875,1.1015533,0.6777115,1.2201415,0.5503216,1.0024758,0.9927189,1.0410566,1.2428477,0.3908615,1.3601316,1.1682805,1.3230501,1.4365014,1.679707,1.478686,1.0710667,1.4276011,1.5526303,0.8478588,0.8120767,0.4626471,0.1707896,1.1292381,1.2335931,0.8837267,0.4178337,1.5737626,1.5143073,0.9573973,0.306538,1.3398196,1.2096211,1.2220763,1.6092659,1.1101277,1.0464752,1.334146,0.413415,1.5677517,0.1480929,0.1433908,0.1478128,0.1416117,0.1385199,0.1412796,0.121671,0.1433445,0.140942,0.1367065,0.1196033,0.1451248,1.2169661,0.1414699,0.1487189,0.157172,0.1393018,0.3033083,0.1493201,0.1491161,0.1439914,0.575643,0.6002149,0.4889344,0.3928911,0.5999179,1.0394937,0.9466581,0.6024956,1.3828845,0.9972717,1.2295098,1.5245462,1.2981746,0.7609215,1.105564,1.2879292,1.5881046,1.3223863,1.264069,0.9911589
4.052240008/386.2321434,0.3104356,0.4725901,0.7268807,0.3164311,0.6592702,0.774207,1.0761582,0.7077532,0.8031839,1.0860181,1.2241437,0.9457297,0.4831898,0.9887746,1.4366007,1.0727668,1.4312025,1.6049317,1.1799475,1.6505633,1.7963397,1.2837536,0.3622771,0.4007962,0.5096643,0.4038521,1.1349258,0.825411,0.930356,0.4794674,1.2054068,1.0338474,1.1037989,0.3277197,1.238273,0.8204809,1.4418429,1.3844617,1.1901786,1.5838234,1.7553061,0.6539342,1.9012512,0.1583261,0.1532992,0.1580267,0.1513971,0.1480916,0.151042,0.1300785,0.1532496,0.150681,0.1461529,0.1278678,0.1551529,1.0524187,0.1512455,0.1589954,0.1680326,0.1489276,0.3242669,0.1596382,0.15942,0.1539412,0.435338,0.5175974,0.5090101,0.5534717,0.7882934,1.5399674,1.3586386,1.2887078,1.8893602,1.5437942,1.4835785,2.1602528,1.7822059,1.5574595,2.1510453,1.6854518,1.7880024,3.1343451,2.5540246,1.9105172
2.160099538/417.0994316,1.24398581,1.20563129,0.82949195,0.71326857,1.16957741,0.94186174,0.8372686,1.28334035,1.20751135,0.96605771,0.87413453,1.15903212,1.14776171,1.00548896,1.13138157,1.19406599,0.85732446,1.08281364,1.0980748,0.99961159,1.06790312,1.22401519,1.1366273,0.61858747,0.96906503,1.48345273,1.28241112,0.95410852,1.1276004,1.26059638,1.46591174,1.05663439,1.28817431,1.16769384,1.30785423,0.78256989,1.48329105,1.49530277,0.94163007,1.55193487,1.56765058,1.27241876,1.58901628,0.12226598,0.11838397,0.12203474,0.11691509,0.11436251,0.1166409,0.10045198,0.11834571,0.11636216,0.11286537,0.09874486,0.11981553,0.81298886,0.11679806,0.12278284,0.12976171,0.11500807,0.25041239,0.12327922,0.12311074,0.11887978,1.09927066,0.99749555,0.87055073,0.87542155,1.47675766,1.02585096,1.03224936,1.24481719,1.17723014,1.10399278,1.34205293,1.06338707,1.1168044,1.58457984,1.30699072,1.19602212,1.73030311,1.20126449,1.33409211,1.59441906
0.673126963/231.1442182,0.2214179,0.1871271,0.1819716,1.3581193,1.0627294,1.6579074,0.6137053,1.2506249,0.9151962,1.8393353,0.7602818,1.1384722,1.2765186,1.4183255,0.7795836,1.1622006,1.8950072,0.7676781,1.390248,1.8610489,0.977442,1.5279984,0.7258468,1.4541094,0.6633763,1.7526672,1.6215219,1.8296254,1.8196862,1.6328199,1.4381628,2.1668169,1.5649758,1.2911179,1.4329237,1.8249965,1.7747151,1.6607011,1.740642,1.6835278,1.6289879,0.4239992,1.7689918,1.5547302,0.7094176,0.5224284,1.7914382,1.7141062,1.5019856,1.7726453,2.0627736,1.8531836,1.5472775,1.6455095,2.3442407,2.3018147,1.919012,2.3076527,2.2932841,1.9363614,2.4395715,2.3919437,2.2554765,1.6260676,1.3766189,0.7668617,1.2824839,0.9822263,0.3499872,2.1739834,1.8947877,1.6793906,2.0123251,1.7441199,1.7087385,2.134716,1.9499301,1.5790575,1.6825406,1.6219667,1.6890253,2.6854481,1.9121351,1.6672351
2.649893502/210.0213025,0.9533778,0.4227661,0.6369786,0.5298126,0.5643311,0.8627909,0.6067788,1.208926,0.4202712,1.009786,0.3284834,0.5298399,0.4958378,0.7242293,0.4651778,1.0927792,0.5082956,0.3728233,1.0522621,0.8222857,0.3280471,1.1312483,0.5102855,0.4018765,0.9094473,1.501272,0.9256689,1.1764941,1.5944505,1.3148267,1.1315156,1.158058,1.5901815,1.1555701,1.1019972,1.1332081,1.8609763,1.3394587,1.2886696,1.7396915,1.2456346,0.8392944,1.9147388,0.6222714,0.4614136,0.5338928,0.8683686,0.5302655,0.8660783,0.784413,0.7727124,0.7504814,0.7939465,0.8086716,1.0932541,0.4277958,0.7011048,1.0705223,0.8694411,0.6396521,1.0923459,0.860858,0.8321128,0.7866528,1.0281362,0.9226879,0.5522306,0.9744992,1.1364506,1.2462055,1.0160045,1.1522194,0.9876562,1.108506,0.7717344,1.1780478,1.3549434,0.7831181,1.4259248,1.0607252,0.8578333,1.4168489,1.4414687,0.9644268
4.517436763/548.1709773,0.8837465,1.1546244,0.9517318,0.3490946,0.6953178,0.7076606,1.276346,0.4656697,1.1652695,1.8415394,1.5881803,0.7951301,0.7874389,0.9685445,1.4389991,0.7524676,1.2986484,2.0913318,1.5749993,2.396944,2.4223751,1.794917,1.1549443,1.109595,0.2815042,0.5370013,1.0232469,0.4666447,1.0259855,0.5200932,1.2674534,0.9535865,0.9132905,0.3143611,1.2106404,0.9570354,0.6041412,1.8639196,1.1440953,1.0151277,2.1987333,0.6211301,0.8495516,0.1518724,0.1470503,0.1515851,0.1452258,0.1420551,0.1448852,0.1247762,0.1470028,0.3171323,0.1401954,0.1226557,0.1488285,1.5938182,0.1450804,0.1525144,0.1611832,0.142857,0.3110491,0.1531309,0.1529217,0.1476662,0.8072162,0.3309133,0.2787305,0.2533539,1.122559,0.592687,1.2112871,1.1201001,1.2615837,0.7361952,0.8912045,1.2459739,0.6984843,1.1809401,0.8037293,0.7951452,0.9239751,1.7623269,1.1733504,1.6235853
6.648893699/391.2088543,0.8479534,0.7298879,0.765347,0.9867948,1.1922338,1.5322733,1.1128074,1.6604424,1.2569555,1.8575571,1.3388022,1.7020834,1.1923325,1.894721,1.6091344,1.9752933,1.4064253,1.9185264,1.8806646,1.8725041,2.1501696,2.000121,1.0234593,0.8712635,1.178324,1.3510071,1.359962,1.5310978,1.8722932,1.2256611,1.5574006,1.5102548,2.1397386,0.8667714,1.3424207,1.5522023,2.1613941,1.241014,1.3994541,2.4110075,1.2858281,1.4064737,2.1699144,0.86392,0.2874835,0.5335213,0.6514276,0.4504323,0.6928573,0.4510031,0.7352242,0.4325346,0.8104967,0.6047202,0.6922049,0.7661549,0.4844143,0.7113981,0.5106017,0.4480501,0.5343702,0.7006385,0.4533271,0.4556935,1.5958508,1.3851572,0.9996364,1.2012775,1.4086766,2.6813556,2.0493314,2.5519954,3.3702158,2.3814495,3.1619695,3.5165546,3.1639934,3.5065086,4.0270107,2.9285142,3.7556992,4.2346178,3.0863155,3.3306996
